source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
Lascaux is the setting of a complex of caves in southwestern France famous for its Paleolithic cave paintings.,"Lascaux ist ein Netzwerk von Höhlen in Frankreich, beliebt für seine paläolithischen Gemälde.",Lascaux有很多洞穴 以古老的洞穴绘画而闻名,Lascaux has a lot of caves known for his ancient cave paintings.,"Lascaux is a network of caves in France, popular for its paleolithic paintings."
A rush hour or peak hour is a part of the day during which traffic congestion on roads and crowding on public transport is worst.,"Eine Stoßzeit tritt auf, wenn Verkehrsstaus auf den Straßen und Verdrängung auf den öffentlichen Verkehrsmitteln die schlechteste ist.","路面交通和公共交通堵塞情况最为糟糕,",Road traffic and public transport congestion are the worst.,A peak time occurs when traffic jams on the roads and displacement on public transport are the worst.
The race culminates with 750m on the smooth concrete of the large outdoor velodrome in Roubaix.,Das Rennen endet mit einer 750 Meter langen Strecke in einer Outdoor-Radarena in Roubaix.,鲁拜瓦瓦的地铁的平滑混凝土表面 赛跑以750米结束,The smooth concrete surface of the Rubwawa subway ends at 750 meters.,The race ends with a 750 meter long track in an outdoor arena in Roubaix.
He is a brilliant scientist and researcher with vast intelligence and insight into mutant genetics.,Er ist ein brillanter Wissenschaftler und Forscher. Er hat großen Einblick in die Mutantengenetik.,他是一个杰出的科学家和研究员 他对变种遗传学很有洞察力,He's a brilliant scientist and researcher. He's very perceptive with mutant genetics.,He is a brilliant scientist and researcher. He has great insight into mutant genetics.
"The majority of the population of the Central African Republic lives in the western parts of the country, near Bangui.",Die meisten Menschen in der Zentralafrikanischen Republik leben im westlichen Gebiet in der Nähe von Bangui.,中非共和国大多数人居住在该国西部班吉附近。,Most people in the Central African Republic live near Bangui in the western part of the country.,Most people in the Central African Republic live in the western area near Bangui.
Blood vessels and nerves enter the glands at the hilum and gradually branch out into the lobules.,Blutgefäße und Nerven dringen in die Drüsen am Hilum ein. Dann verzweigen sie sich allmählich in die Lobulien.,"血管和神经进入的腺,逐渐进入。","vascular and neurological entry gland, gradual entry.",Blood vessels and nerves penetrate the glands at the Hilum. Then they gradually branch into the lobules.
"Following the murder of Van Gogh, tens of thousands gathered in the center of Amsterdam to mourn Van Gogh's death.","Nach dem Mord an Van Gogh versammelten sich Zehntausende im Zentrum von Amsterdam, um seinen Tod zu betrauern.",梵高被谋杀后 数万人在阿姆斯特丹市中心相遇 哀悼他的死,"After Van Gogh was murdered, tens of thousands of people met in downtown Amsterdam to mourn his death.","After the murder of Van Gogh, tens of thousands gathered in the centre of Amsterdam to mourn his death."
The New York Rangers won the Stanley Cup beating the Montreal Maroons becoming the first United States based team since the formation of the NHL to win it and first since the Seattle Metropolitans won in 1917.,"Die New York Rangers gewannen den Stanley Cup. Sie wurden die erste US-amerikanische Mannschaft seit der Gründung der NHL, um es zu gewinnen.","纽约游骑兵击败了蒙特利尔马龙队,他们是1917年西雅图大都会队以来的第一个赢得斯坦利杯的美国队,这是NHL成立以来的第一个。","The New York Rangers defeated the Montreal Maroons, the first American team to win the Stanley Cup since the Seattle Metropolitans in 1917, the first NHL since its inception.",The New York Rangers won the Stanley Cup. They became the first American team since the founding of the NHL to win it.
"In 1876, the committee adopted the name ""International Committee of the Red Cross"" (ICRC), which is still its official designation today.",Das Komitee hat 1876 den Namen Internationales Komitee des Roten Kreuzes (IKRK) angenommen. Es wird heute noch offiziell verwendet.,"1876年,委员会赢得了红十字国际委员会(红十字委员会)的名称,该委员会今天仍然被正式指定。","In 1876, the Committee won the name of the International Committee of the Red Cross (ICRC), which is still officially designated today.","In 1876, the Committee adopted the name International Committee of the Red Cross (ICRC). It is still officially used today."
"Her due release date, with remissions, is currently 12 April 2024.","Ihr Veröffentlichungsdatum, mit Remissionen, ist der 12. April 2024.","她将被解职,没有第4/12/2024号问题。",She will be dismissed without question 4/12/2024.,"Their release date, with remissions, is April 12, 2024."
"The minute South China Sea Islands, collectively an archipelago, number in the hundreds.","Die Minute Südchinesische Seeinseln, zusammen mit dem Archipel, Zahl in den hundert.","南中国海群岛数以百计,统称为群岛。",Hundreds of the South China Sea Islands are collectively known as the Islands.,"The minute South China Sea Islands, along with the archipelago, number in the hundred."
The name was originally used in reference to pesos oro (gold weights) or pesos plata (silver weights).,Der Name wurde ursprünglich in Bezug auf Pesos oro oder Pesos plata verwendet.,原名为Po oro(黄金)或Polta(锡尔韦)比索。,Formerly named Po oro (gold) or Polta (Silve) peso.,The name was originally used in relation to Pesos oro or Pesos plata.
POP and IMAP (Internet Message Access Protocol) are the two most prevalent Internet standard protocols for e-mail retrieval.,POP & IMAP (Internet Message Access Protocol) sind die beiden Standardprotokolle für die E-Mail-Wiederherstellung.,POP和IMAP(因特网信息存取协议)是两种最常见的电子邮件检索因特网标准协议。,POPs and IMAP (Internet Information Access Protocol) are the two most common e-mail search Internet standard protocols.,POP & IMAP (Internet Message Access Protocol) are the two standard protocols for email recovery.
"During the battle, most of the Japanese officers were killed and the Japanese had to air-drop 300 officers by parachutes into the battlefield.",Während der Schlacht wurden die meisten japanischen Offiziere getötet. Die Japaner mussten 300 Offiziere durch Fallschirme ins Schlachtfeld fallen lassen.,"大多数日本军官在战斗中丧生,日本军官乘飞机将300名军官送上战场。","Most Japanese officers were killed in the fighting, and 300 Japanese officers were flown to the battlefield.","During the battle, most Japanese officers were killed, and the Japanese had to drop 300 officers into the battlefield through parachutes."
"After being transferred to the Town of Blakeley in 1810, the County Seat was later moved to the City of Daphne in 1868.","Nachdem sie 1810 in die Stadt Blakeley verlegt worden waren, wurde der County Seat 1868 in die Stadt Daphne verlegt.","该县的席位于1810年转移到Blakeley镇,后来于1868年转移到Daphne市。",The district's seats were transferred to the town of Blakeley in 1810 and then to the city of Daphne in 1868.,"After being transferred to Blakeley City in 1810, the County Seat was moved to Daphne City in 1868."
The explorer Francisco Hernández wrote that chocolate beverages helped treat fever and liver disease.,"Explorer Francisco Hernández schrieb, dass Schokolade Getränke geholfen, Fieber und Lebererkrankungen zu behandeln.","Francisco Hernandez写道,巧克力饮料有助于治疗发烧和肝病。",Francisco Hernández writes that chocolate drinks help to treat fever and liver disease.,Explorer Francisco Hernández wrote that chocolate drinks helped treat fever and liver disease.
"This period is known as the Edo period and gets its name from the capital city, Edo, which now is called Tokyo.","Diese Periode ist bekannt als die Edo-Periode. Sie erhält ihren Namen von der Hauptstadt Edo, die jetzt Tokio genannt wird.","这段时期称为江户时期,由首府江户命名为江户时期,现称为东京。","This period, known as Edo, was named Edo, the capital city, and is now called Tokyo.","This period is known as the Edo period. It gets its name from the capital Edo, which is now called Tokyo."
"Though not popular, herring roe is sold within many British supermarkets.",Heringeier werden in vielen britischen Supermärkten verkauft.,英国许多杂货店都能找到 不受欢迎的Herring roe,A lot of groceries in England can find unwelcome Herring Roe.,Heringeiers are sold in many British supermarkets.
"Saxon Switzerland is a mountainous climbing area and national park near Dresden in Saxony, Germany.",Die Sächsische Schweiz ist ein Klettergebiet und Nationalpark in den Bergen. Sie liegt in der Nähe von Dresden in Sachsen.,"瑞士萨克森是一个攀岩区和国家公园,位于德国萨克森德累斯顿附近。","Saxony, Switzerland, is a rock climbing area and a national park located near Reston, Saxony, Germany.",Saxon Switzerland is a climbing area and national park in the mountains. It is located near Dresden in Saxony.
"The Tuvaluan language is spoken by virtually everyone, while a language very similar to Gilbertese is spoken on Nui.",Die tuvaluische Sprache wird von fast jedem gesprochen. Eine Sprache nahe Gilbertese wird auf Nui gesprochen.,"图瓦卢语与吉伯特语相似,",Tuvaluan is similar to Gilbert.,The Tuvalu language is spoken by almost everyone. A language near Gilbertese is spoken on Nui.
Sports Gelsenkirchen is home of the football club FC Schalke 04.,FC Schalke 04 spielt im Sport Gelsenkirchen.,体育:Gelsenkirchen是足球俱乐部FC Schalke 04的家。,Sports: Gelsenkirchen is the home of the football club FC Schalke 04.,FC Schalke 04 plays in Sport Gelsenkirchen.
"Charts ""Mobile"" was released only in Australia and New Zealand.","""Mobile"" wurde in Australien und Neuseeland gezeigt.",“移动图”只在澳大利亚和新西兰公布。,The “mobile map” is published only in Australia and New Zealand.,"""Mobile"" was shown in Australia and New Zealand."
Their heaviest defeats in the league were 10 – 1 against Fulham in 1963 and 9 – 0 against Manchester United in 1995.,Ihre beiden größten Verluste betrugen jeweils 9 Punkte. Einer war 1963 gegen Fulham (10-1) und der andere 1995 gegen Manchester United (9-0).,1963年Fulham和1995年曼彻斯特联输得最惨的分别是10比1和9比0。,"Fulham in 1963 and Manchester United in 1995 lost the worst 10 to 1 and 9 to 0, respectively.","Their two biggest losses were 9 points each, one against Fulham (10-1) in 1963 and the other against Manchester United (9-0 in 1995)."
Voted into Hall of Fame on first ballot in 1961.,Erste Wahl Hall of Famer im Jahr 1961.,1961年第一次投票进入名人堂,"In 1961, for the first time, a vote was cast into the Hall of Fame.",First election Hall of Famer in 1961.
Handles may be wood or plastic; ferrules are metal (usually nickel-plated steel).,Griffe können aus Holz oder Kunststoff sein; Ferrulen sind aus Metall (in der Regel vernickelter Stahl).,处理方式可以是木材/塑料;金属环通常是板板钢。,The treatment may be wood/plastic; metal rings are usually plated steel.,Handles can be made of wood or plastic; ferrules are made of metal (usually nickel-plated steel).
"Tristan turns to Isolde, who agrees to follow him again into the realm of night.","Isolde willigt ein, mit Tristan in das Reich der Nacht zu gehen.","崔斯坦转身到伊索德, 他同意跟随他 回到黑暗中。","Tristan turned to Isolde, and he agreed to follow him back into darkness.",Isolde agrees to go to the kingdom of the night with Tristan.
"A report written by the district Nazi leader, Hermann Engst, shows that authorities were planning to punish Kellner at the conclusion of the war.","Ein Bericht des Bezirkssozialistenführers Hermann Engst zeigt, dass die Behörden Kellner nach Kriegsende bestrafen wollten.",纳粹领导人赫尔曼·恩斯特的报告显示 Kellner在战争结束时应该受到惩罚,Reports from Nazi leader Herman Ernst suggest that Keller should be punished at the end of the war.,A report by district socialist leader Hermann Engst shows that the authorities wanted to punish waiters after the end of the war.
An open proxy is a proxy server that is accessible by any Internet user.,"Ein offener Proxy ist ein Middle-Man-Server, auf den jeder zugreifen kann.",打开的代理服务器是可供任何互联网用户使用的代理服务器 。,The proxy server that is open is an proxy that can be used by any Internet user.,An open proxy is a middle-man server that anyone can access.
Programs are currently being undertaken by the Tasmanian government to reduce the impact of the disease.,"Derzeit werden Programme von der tasmanischen Regierung verwaltet, um die Auswirkungen der Krankheit zu verringern.",塔斯马尼亚政府正采取措施减少疾病。,The Tasmanian Government is taking measures to reduce disease.,"Currently, programmes are managed by the Tasmanian government to reduce the impact of the disease."
"It grows to up to 20 m, although it is typically more stunted in its native environment.","Es wächst bis zu 20m, obwohl es in der Regel mehr verkümmert in seiner Heimat.","它生长到20米以下,在本地环境中发育较慢。",It grows below 20 metres and is slower in the local environment.,"It grows up to 20m, although it is usually more amortized in its home."
"They occupied an area which is now the independent cities of Norfolk, Portsmouth, Chesapeake and Virginia Beach.","Sie besetzten ein Gebiet. Dieses Gebiet ist jetzt die unabhängigen Städte Norfolk, Portsmouth, Chesapeake und Virginia Beach.",他们所在的地区是诺福克、波茨茅斯、切萨皮克和弗吉尼亚海滩等独立城市。,"They are located in independent cities such as Norfolk, Potsmouth, Chesapeake and Virginia Beach.","They occupied an area. This area is now the independent cities of Norfolk, Portsmouth, Chesapeake and Virginia Beach."
